change_request_id,sprint_id,sprint_name,release_id,work_item_id,work_item_name,work_item_level,item_type,story_points,priority,request_date,days_into_sprint,sprint_progress_pct,original_estimate_hours,rework_hours,actual_hours,base_effort_hours,impacted_effort_hours,remaining_capacity_hours,caused_spillover,delay_days_caused,delay_severity,complexity_score,predicted_risk_proxy,sprint_task_load,team_capacity_hours,team_headcount,base_remaining_capacity_hours,utilisation_factor,timing_penalty,priority_multiplier,recommendation
CR_008482,742,Sprint 14 - Mississippi - Release X+5,REL_X+5,3488,Back end development task -2,Task,Task,3,Critical,2024-12-12,6,60.0,15,4,19,19,39.8,33.6,0,0.0,On Time,3,7.8,1.0,400,10,160.0,0.7898022806483435,1.42,1.2,Accept in current sprint
CR_008483,718,Sprint 16 - Yenisei - Release X+5,REL_X+5,2084,iOS development task 1,Task,Task,1,High,2025-01-01,6,60.0,4,0,4,4,5.5,38.8,0,0.0,On Time,1,6.8,5.0,360,9,144.0,0.73027333531648,1.42,0.9,Accept in current sprint
CR_008484,1514,Sprint 6 - Yangtze - Release X+9,REL_X+9,7050,iOS UI implementation,Task,Task,1,High,2025-07-02,8,80.0,5,0,5,5,7.6,18.8,0,0.0,On Time,1,8.8,4.0,320,8,63.999999999999986,0.7067909302993757,1.56,0.9,Accept in current sprint
CR_008485,822,Sprint 16 - Congo - Release X+5,REL_X+5,4818,Verify Email,User Story,User Story,4,Critical,2024-12-31,5,50.0,17,1,17,17,36.0,28.1,1,5.1,Moderate,4,7.3,2.0,160,4,80.0,0.6485716541286587,1.35,1.2,Split scope or escalate
CR_008486,1263,Sprint 15 - Amazon - Release X+8,REL_X+8,6576,Transaction history,User Story,User Story,5,High,2025-07-23,9,90.0,27,7,33,33,67.0,8.3,1,28.0,Severe,5,11.8,4.0,240,6,23.999999999999993,0.6521006001657945,1.63,0.9,Defer to next sprint
CR_008487,1251,Sprint 3 - Amazon - Release X+8,REL_X+8,233,iOS development task 1,Task,Task,1,High,2025-03-17,1,10.0,4,0,4,4,4.1,59.1,0,0.0,On Time,1,1.8,11.0,240,6,216.0,0.7263572422366507,1.07,0.9,Accept in current sprint
CR_008488,1499,Sprint 17 - Nile - Release X+9,REL_X+9,1605,Back end development task -2,Task,Task,1,Critical,2025-10-16,4,40.0,7,2,9,9,14.9,41.2,0,0.0,On Time,1,4.8,8.0,280,7,168.0,0.754716770157505,1.28,1.2,Accept in current sprint
CR_008489,236,Sprint 2 - Nile - Release X+3,REL_X+3,6019,QA iOS,Task,Task,1,Medium,2024-03-28,7,70.0,6,1,7,7,6.7,31.0,0,0.0,On Time,1,7.8,4.553734061930784,280,7,84.00000000000001,0.6312162329583135,1.49,0.6,Accept in current sprint
CR_008490,1087,Sprint 21 - Nile - Release X+7,REL_X+7,1502,iOS development task 1,Task,Task,2,Low,2025-07-11,7,70.0,13,2,13,13,6.7,28.5,0,0.0,On Time,2,8.3,4.553734061930784,280,7,84.00000000000001,0.6605418082272954,1.49,0.3,Accept in current sprint
CR_008491,1748,Sprint 6 - Yenisei - Release X+10,REL_X+10,7785,Display Card Screen,User Story,User Story,5,Critical,2025-09-04,2,20.0,30,3,30,30,56.8,79.8,1,0.0,On Time,5,4.8,9.0,360,9,288.0,0.7228396027024364,1.14,1.2,Split scope or escalate
CR_008492,55,Sprint 3 - Yangtze - Release X+2,REL_X+2,7850,View Cards,Business Story,Business Story,12,Critical,2024-01-29,8,80.0,67,14,78,78,280.8,16.5,1,45.0,Critical,12,14.3,4.553734061930784,320,8,63.999999999999986,0.7419149279369917,1.56,1.2,Defer to next sprint
CR_008493,641,Sprint 17 - Amazon - Release X+5,REL_X+5,3585,Environment setup,Task,Task,2,Medium,2025-01-08,3,30.0,11,1,12,12,10.1,55.1,0,0.0,On Time,2,4.3,5.0,240,6,168.0,0.671818782376911,1.21,0.6,Accept in current sprint
CR_008494,95,Sprint 17 - Yenisei - Release X+2,REL_X+2,1537,Display Card Menu,User Story,User Story,7,Low,2024-06-13,4,40.0,30,6,33,33,19.5,43.6,0,0.0,On Time,7,7.8,3.0,360,9,216.0,0.7982153811045742,1.28,0.3,Accept in current sprint
CR_008495,624,Sprint 26 - Congo - Release X+4,REL_X+4,7701,Send email,User Story,User Story,7,Critical,2025-02-02,8,80.0,42,6,45,45,129.6,7.7,1,45.0,Critical,7,11.8,4.553734061930784,160,4,31.999999999999993,0.7596513562518812,1.56,1.2,Defer to next sprint
CR_008496,428,Sprint 12 - Amazon - Release X+4,REL_X+4,6093,Add Card,Business Story,Business Story,13,High,2024-09-08,1,10.0,85,9,89,89,171.4,76.6,1,45.0,Critical,13,7.8,2.0,240,6,216.0,0.6454157750156863,1.07,0.9,Split scope or escalate
CR_008497,1259,Sprint 11 - Amazon - Release X+8,REL_X+8,452,QA iOS,Task,Task,1,High,2025-06-10,6,60.0,5,0,5,5,6.9,26.9,0,0.0,On Time,1,6.8,4.553734061930784,240,6,96.0,0.7197782651412138,1.42,0.9,Accept in current sprint
CR_008498,138,Sprint 8 - Waikato - Release X+2,REL_X+2,7352,QA Testing,Task,Task,2,Low,2024-03-14,3,30.0,12,3,13,13,5.4,30.0,0,0.0,On Time,2,4.3,4.553734061930784,120,3,84.0,0.6428551459900425,1.21,0.3,Accept in current sprint
CR_008499,1340,Sprint 14 - Yenisei - Release X+8,REL_X+8,2027,Back end development task -1,Task,Task,1,Low,2025-07-11,7,70.0,4,0,4,4,1.9,32.8,0,0.0,On Time,1,7.8,7.0,360,9,108.00000000000001,0.6960938223892492,1.49,0.3,Accept in current sprint
CR_008500,352,Sprint 14 - Waikato - Release X+3,REL_X+3,4428,Environment setup,Task,Task,1,Critical,2024-07-21,2,20.0,4,1,5,5,7.4,35.9,0,0.0,On Time,1,2.8,7.0,120,3,96.0,0.6261548316245239,1.14,1.2,Accept in current sprint
CR_008501,1072,Sprint 6 - Nile - Release X+7,REL_X+7,7034,QA Android,Task,Task,1,High,2025-02-09,5,50.0,4,0,4,4,5.2,39.9,0,0.0,On Time,1,5.8,3.0,280,7,140.0,0.7148579280026188,1.35,0.9,Accept in current sprint
CR_008502,1483,Sprint 1 - Nile - Release X+9,REL_X+9,1319,QA Android,Task,Task,1,Low,2025-05-11,6,60.0,5,0,5,5,2.3,22.9,0,0.0,On Time,1,6.8,4.553734061930784,280,7,112.0,0.7959434486261863,1.42,0.3,Accept in current sprint
CR_008503,597,Sprint 25 - Ganga - Release X+4,REL_X+4,2555,QA Android,Task,Task,1,Low,2025-01-19,4,40.0,6,1,7,7,2.9,39.1,0,0.0,On Time,1,4.8,4.0,200,5,120.0,0.6741842173565359,1.28,0.3,Accept in current sprint
CR_008504,514,Sprint 20 - Yenisei - Release X+4,REL_X+4,675,QA iOS,Task,Task,3,High,2024-12-03,7,70.0,12,1,12,12,19.8,33.2,0,0.0,On Time,3,8.8,4.553734061930784,360,9,108.00000000000001,0.692455353667103,1.49,0.9,Accept in current sprint
CR_008505,931,Sprint 21 - Yenisei - Release X+6,REL_X+6,7396,QA Android,Task,Task,2,Medium,2025-04-27,2,20.0,12,3,15,15,11.8,108.0,1,0.0,On Time,2,3.3,3.0,360,9,288.0,0.6249024871542577,1.14,0.6,Split scope or escalate
CR_008506,593,Sprint 21 - Ganga - Release X+4,REL_X+4,999,Payment Validation,Business Story,Business Story,9,Low,2024-12-13,7,70.0,37,4,41,41,31.0,17.6,1,6.7,Moderate,9,11.8,8.0,200,5,60.00000000000001,0.7062225365935378,1.49,0.3,Split scope or escalate
CR_008507,813,Sprint 7 - Congo - Release X+5,REL_X+5,3438,Display Card Screen,User Story,User Story,5,High,2024-10-02,5,50.0,22,5,24,24,40.4,16.9,1,30.0,Severe,5,7.8,6.0,160,4,80.0,0.7886683507464395,1.35,0.9,Split scope or escalate
CR_008508,470,Sprint 2 - Yangtze - Release X+4,REL_X+4,3948,Back end development task -2,Task,Task,1,Medium,2024-06-03,4,40.0,5,0,5,5,4.1,42.8,0,0.0,On Time,1,4.8,4.553734061930784,320,8,192.0,0.777146510635606,1.28,0.6,Accept in current sprint
CR_008509,1391,Sprint 13 - Waikato - Release X+8,REL_X+8,884,Verify Email,User Story,User Story,4,Low,2025-07-02,8,80.0,16,2,18,18,11.0,9.1,0,0.0,On Time,4,10.3,7.0,120,3,23.999999999999993,0.6216811261040466,1.56,0.3,Accept in current sprint
CR_008510,1164,Sprint 20 - Mississippi - Release X+7,REL_X+7,6325,Android UI implementation,Task,Task,2,Critical,2025-06-26,2,20.0,12,2,12,12,18.9,82.6,0,0.0,On Time,2,3.3,11.0,400,10,320.0,0.7418201901406295,1.14,1.2,Accept in current sprint
CR_008511,671,Sprint 21 - Nile - Release X+5,REL_X+5,7695,QA Android,Task,Task,2,Critical,2025-02-22,8,80.0,14,3,17,17,36.7,19.0,1,7.2,Moderate,2,9.3,4.553734061930784,280,7,55.999999999999986,0.659846232311995,1.56,1.2,Defer to next sprint
CR_008512,1806,Sprint 12 - Waikato - Release X+10,REL_X+10,2876,iOS development task 1,Task,Task,1,High,2025-11-03,2,20.0,7,2,7,7,7.7,28.3,0,0.0,On Time,1,2.8,9.0,120,3,96.0,0.7047977961471951,1.14,0.9,Accept in current sprint
CR_008513,1405,Sprint 1 - Ganga - Release X+8,REL_X+8,6839,Environment setup,Task,Task,1,Low,2025-03-04,8,80.0,4,1,5,5,2.5,15.9,0,0.0,On Time,1,8.8,4.0,200,5,39.99999999999999,0.6013612876988071,1.56,0.3,Accept in current sprint
CR_008514,316,Sprint 4 - Mississippi - Release X+3,REL_X+3,2549,Payment Confirmation,User Story,User Story,5,Low,2024-04-13,3,30.0,30,8,35,35,17.6,86.5,0,0.0,On Time,5,5.8,11.0,400,10,280.0,0.6910467021100571,1.21,0.3,Accept in current sprint
CR_008515,1669,Sprint 5 - Amazon - Release X+10,REL_X+10,2045,Android development task -1,Task,Task,1,Low,2025-08-30,7,70.0,4,1,5,5,2.4,27.2,0,0.0,On Time,1,7.8,4.553734061930784,240,6,72.00000000000001,0.6217703548659729,1.49,0.3,Accept in current sprint
CR_008516,1532,Sprint 24 - Yangtze - Release X+9,REL_X+9,329,Back end development task -1,Task,Task,3,Low,2025-12-27,6,60.0,13,2,15,15,7.9,48.0,0,0.0,On Time,3,7.8,10.0,320,8,128.0,0.6248305289563494,1.42,0.3,Accept in current sprint
CR_008517,601,Sprint 3 - Congo - Release X+4,REL_X+4,7842,QA Android,Task,Task,1,Critical,2024-06-11,2,20.0,4,0,4,4,5.9,42.0,0,0.0,On Time,1,2.8,2.0,160,4,128.0,0.671813263074197,1.14,1.2,Accept in current sprint
CR_008518,426,Sprint 10 - Amazon - Release X+4,REL_X+4,2151,Environment setup,Task,Task,3,High,2024-08-26,8,80.0,19,5,22,22,38.0,12.8,1,12.3,Moderate,3,9.8,3.0,240,6,47.999999999999986,0.7328422645990843,1.56,0.9,Defer to next sprint
CR_008519,961,Sprint 25 - Mississippi - Release X+6,REL_X+6,7670,QA Android,Task,Task,1,Critical,2025-06-08,4,40.0,6,1,7,7,11.6,60.4,0,0.0,On Time,1,4.8,9.0,400,10,240.0,0.7482466809723233,1.28,1.2,Accept in current sprint
CR_008520,1483,Sprint 1 - Nile - Release X+9,REL_X+9,182,QA Android,Task,Task,1,Low,2025-05-08,3,30.0,4,0,4,4,1.6,77.2,0,0.0,On Time,1,3.8,4.553734061930784,280,7,196.0,0.6062922393910124,1.21,0.3,Accept in current sprint
CR_008521,471,Sprint 3 - Yangtze - Release X+4,REL_X+4,659,iOS UI implementation,Task,Task,1,High,2024-06-11,2,20.0,7,2,8,8,8.8,67.2,0,0.0,On Time,1,2.8,2.0,320,8,256.0,0.7374241234847948,1.14,0.9,Accept in current sprint
CR_008522,1791,Sprint 23 - Mississippi - Release X+10,REL_X+10,6793,Update Card,Business Story,Business Story,13,High,2026-02-24,5,50.0,87,1,88,88,213.8,75.0,1,45.0,Critical,13,11.8,4.553734061930784,400,10,200.0,0.6251524661179793,1.35,0.9,Split scope or escalate
CR_008523,1767,Sprint 25 - Yenisei - Release X+10,REL_X+10,6868,QA Testing,Task,Task,1,Critical,2026-03-20,9,90.0,4,1,4,4,8.4,8.8,0,0.0,On Time,1,9.8,4.553734061930784,360,9,35.99999999999999,0.7563921534855984,1.63,1.2,Accept in current sprint
CR_008524,395,Sprint 5 - Congo - Release X+3,REL_X+3,6620,QA Testing,Task,Task,2,Low,2024-04-26,6,60.0,10,2,11,11,5.4,20.5,0,0.0,On Time,2,7.3,7.0,160,4,64.0,0.6795048363948346,1.42,0.3,Accept in current sprint
CR_008525,463,Sprint 21 - Nile - Release X+4,REL_X+4,2567,Process Payment,Business Story,Business Story,9,Low,2024-12-09,3,30.0,62,16,67,67,41.2,60.9,0,0.0,On Time,9,7.8,1.0,280,7,196.0,0.6893811083994159,1.21,0.3,Accept in current sprint
CR_008526,1227,Sprint 5 - Congo - Release X+7,REL_X+7,1737,iOS UI implementation,Task,Task,3,Medium,2025-01-29,4,40.0,16,4,18,18,17.0,34.6,0,0.0,On Time,3,5.8,4.553734061930784,160,4,96.0,0.6399973822895795,1.28,0.6,Accept in current sprint
CR_008527,825,Sprint 19 - Congo - Release X+5,REL_X+5,1261,Android development task -1,Task,Task,1,Medium,2025-01-26,1,10.0,6,0,6,6,4.1,33.9,0,0.0,On Time,1,1.8,4.553734061930784,160,4,144.0,0.7646774949113248,1.07,0.6,Accept in current sprint
CR_008528,60,Sprint 8 - Yangtze - Release X+2,REL_X+2,5009,Back end development task -1,Task,Task,1,Low,2024-03-13,2,20.0,5,1,6,6,2.2,70.2,0,0.0,On Time,1,2.8,4.0,320,8,256.0,0.725601952764437,1.14,0.3,Accept in current sprint
CR_008529,952,Sprint 16 - Mississippi - Release X+6,REL_X+6,1656,Error Handling,User Story,User Story,8,Critical,2025-03-09,3,30.0,38,2,40,40,93.8,108.6,1,0.0,On Time,8,7.3,5.0,400,10,280.0,0.612222869201359,1.21,1.2,Split scope or escalate
CR_008530,1173,Sprint 3 - Waikato - Release X+7,REL_X+7,5300,iOS UI implementation,Task,Task,2,High,2025-01-07,2,20.0,10,1,11,11,13.0,38.3,0,0.0,On Time,2,3.3,4.553734061930784,120,3,96.0,0.6014022040897865,1.14,0.9,Accept in current sprint
CR_008531,1596,Sprint 10 - Waikato - Release X+9,REL_X+9,6500,iOS development task 1,Task,Task,2,Low,2025-08-09,6,60.0,13,2,15,15,7.4,9.6,0,0.0,On Time,2,7.3,1.0,120,3,48.0,0.799352372213352,1.42,0.3,Accept in current sprint
CR_008532,1478,Sprint 22 - Amazon - Release X+9,REL_X+9,2996,Back end development task -1,Task,Task,1,Medium,2025-12-07,6,60.0,4,0,4,4,3.7,34.5,0,0.0,On Time,1,6.8,4.553734061930784,240,6,96.0,0.6408852160818588,1.42,0.6,Accept in current sprint
CR_008533,995,Sprint 7 - Ganga - Release X+6,REL_X+6,5762,Send email,User Story,User Story,8,High,2024-12-07,1,10.0,56,6,62,62,96.4,70.9,1,25.8,Severe,8,5.3,4.0,200,5,180.0,0.6059537040805442,1.07,0.9,Split scope or escalate
CR_008534,903,Sprint 19 - Yangtze - Release X+6,REL_X+6,2103,Password Reset,Business Story,Business Story,10,High,2025-04-11,6,60.0,55,13,60,60,135.7,41.8,1,30.1,Severe,10,11.3,4.553734061930784,320,8,128.0,0.6737985790310947,1.42,0.9,Split scope or escalate
CR_008535,1654,Sprint 16 - Congo - Release X+9,REL_X+9,3416,Back end development task -2,Task,Task,1,Low,2025-10-06,4,40.0,5,0,5,5,2.1,30.7,0,0.0,On Time,1,4.8,12.0,160,4,96.0,0.6799696335229883,1.28,0.3,Accept in current sprint
CR_008536,1212,Sprint 16 - Ganga - Release X+7,REL_X+7,2908,Android UI implementation,Task,Task,3,Low,2025-05-19,4,40.0,19,5,21,21,9.9,27.9,1,0.0,On Time,3,5.8,4.553734061930784,200,5,120.0,0.7671013079826396,1.28,0.3,Split scope or escalate
CR_008537,1769,Sprint 1 - Mississippi - Release X+10,REL_X+10,5153,Make a transfer,User Story,User Story,6,Low,2025-07-15,1,10.0,27,2,29,29,13.6,134.6,0,0.0,On Time,6,4.3,3.0,400,10,360.0,0.6260544680384312,1.07,0.3,Accept in current sprint
CR_008538,330,Sprint 18 - Mississippi - Release X+3,REL_X+3,619,QA iOS,Task,Task,3,Critical,2024-09-02,5,50.0,15,1,16,16,31.9,51.8,1,0.0,On Time,3,6.8,1.0,400,10,200.0,0.7407542348011158,1.35,1.2,Split scope or escalate
CR_008539,286,Sprint 26 - Yangtze - Release X+3,REL_X+3,4465,iOS UI implementation,Task,Task,1,Critical,2024-11-17,1,10.0,5,1,5,5,6.9,59.9,0,0.0,On Time,1,1.8,4.553734061930784,320,8,288.0,0.792164702657568,1.07,1.2,Accept in current sprint
CR_008540,1632,Sprint 20 - Ganga - Release X+9,REL_X+9,6965,QA Android,Task,Task,3,Medium,2025-11-12,1,10.0,17,2,18,18,14.2,55.1,0,0.0,On Time,3,2.8,4.553734061930784,200,5,180.0,0.6936765381020227,1.07,0.6,Accept in current sprint
CR_008541,871,Sprint 13 - Nile - Release X+6,REL_X+6,838,Backend API development,Task,Task,3,Critical,2025-02-13,9,90.0,15,0,15,15,36.1,7.2,1,34.8,Severe,3,10.8,4.553734061930784,280,7,27.999999999999993,0.741178439183995,1.63,1.2,Defer to next sprint
CR_008542,916,Sprint 6 - Yenisei - Release X+6,REL_X+6,3701,Transaction history,User Story,User Story,5,Medium,2024-12-04,8,80.0,25,0,25,25,32.4,26.5,0,0.0,On Time,5,10.8,4.553734061930784,360,9,71.99999999999999,0.6315628810205092,1.56,0.6,Accept in current sprint
CR_008543,1865,Sprint 19 - Congo - Release X+10,REL_X+10,7802,QA iOS,Task,Task,1,Critical,2026-01-13,3,30.0,4,0,4,4,6.3,37.1,0,0.0,On Time,1,3.8,7.0,160,4,112.0,0.6683492390361485,1.21,1.2,Accept in current sprint
CR_008544,592,Sprint 20 - Ganga - Release X+4,REL_X+4,3567,Display Card Screen,User Story,User Story,6,Medium,2024-12-01,5,50.0,30,0,30,30,35.5,31.3,1,1.6,Minor,6,8.3,7.0,200,5,100.0,0.6871867158606713,1.35,0.6,Split scope or escalate
CR_008545,1567,Sprint 7 - Mississippi - Release X+9,REL_X+9,2408,Remove Card,Business Story,Business Story,13,Low,2025-07-07,3,30.0,59,7,63,63,45.7,58.8,1,0.0,On Time,13,9.8,2.0,400,10,280.0,0.789862926804907,1.21,0.3,Split scope or escalate
CR_008546,759,Sprint 5 - Waikato - Release X+5,REL_X+5,7517,Android development task -1,Task,Task,1,Critical,2024-09-14,7,70.0,5,0,5,5,9.6,9.2,1,0.2,Minor,1,7.8,4.553734061930784,120,3,36.00000000000001,0.744990461303837,1.49,1.2,Split scope or escalate
CR_008547,623,Sprint 25 - Congo - Release X+4,REL_X+4,273,Process Payment,Business Story,Business Story,9,High,2025-01-24,9,90.0,41,12,53,53,131.6,4.9,1,45.0,Critical,9,13.8,6.0,160,4,15.999999999999996,0.6916711711721257,1.63,0.9,Defer to next sprint
CR_008548,1848,Sprint 2 - Congo - Release X+10,REL_X+10,2072,iOS development task 1,Task,Task,2,Low,2025-07-30,6,60.0,14,3,16,16,7.9,22.8,0,0.0,On Time,2,7.3,5.0,160,4,64.0,0.6440715210640552,1.42,0.3,Accept in current sprint
CR_008549,1518,Sprint 10 - Yangtze - Release X+9,REL_X+9,3323,Android UI implementation,Task,Task,1,Low,2025-08-10,7,70.0,7,2,9,9,4.3,28.9,0,0.0,On Time,1,7.8,4.553734061930784,320,8,96.00000000000001,0.6987833237363267,1.49,0.3,Accept in current sprint
CR_008550,149,Sprint 19 - Waikato - Release X+2,REL_X+2,7541,QA Android,Task,Task,2,Critical,2024-07-07,8,80.0,9,1,9,9,19.4,8.5,0,0.0,On Time,2,9.3,4.553734061930784,120,3,23.999999999999993,0.6453227973083593,1.56,1.2,Accept in current sprint
CR_008551,1160,Sprint 16 - Mississippi - Release X+7,REL_X+7,6178,iOS development task 1,Task,Task,1,Low,2025-05-16,1,10.0,7,1,8,8,2.8,98.6,0,0.0,On Time,1,1.8,4.553734061930784,400,10,360.0,0.7259955092503476,1.07,0.3,Accept in current sprint
CR_008552,882,Sprint 24 - Nile - Release X+6,REL_X+6,6624,Back end development task -1,Task,Task,1,Low,2025-05-27,2,20.0,7,1,7,7,2.6,83.4,0,0.0,On Time,1,2.8,2.0,280,7,224.0,0.6278785907948038,1.14,0.3,Accept in current sprint
CR_008553,411,Sprint 21 - Congo - Release X+3,REL_X+3,153,QA iOS,Task,Task,1,Low,2024-09-29,2,20.0,6,0,6,6,2.2,33.8,0,0.0,On Time,1,2.8,5.0,160,4,128.0,0.7359275992071004,1.14,0.3,Accept in current sprint
CR_008554,1800,Sprint 6 - Waikato - Release X+10,REL_X+10,805,Send email,User Story,User Story,5,Low,2025-09-08,6,60.0,24,1,25,25,14.7,10.3,1,2.9,Minor,5,8.8,4.553734061930784,120,3,48.0,0.7845928058683843,1.42,0.3,Split scope or escalate
CR_008555,1771,Sprint 3 - Mississippi - Release X+10,REL_X+10,1415,QA iOS,Task,Task,1,Low,2025-08-10,7,70.0,5,1,6,6,2.9,32.4,0,0.0,On Time,1,7.8,3.0,400,10,120.00000000000001,0.7303709640997162,1.49,0.3,Accept in current sprint
CR_008556,1079,Sprint 13 - Nile - Release X+7,REL_X+7,4159,Transaction history,User Story,User Story,7,High,2025-04-20,5,50.0,36,2,38,38,71.0,36.0,1,10.7,Moderate,7,8.8,4.553734061930784,280,7,140.0,0.7425095942764182,1.35,0.9,Split scope or escalate
CR_008557,1124,Sprint 6 - Yenisei - Release X+7,REL_X+7,7286,iOS development task 1,Task,Task,1,Medium,2025-02-05,1,10.0,4,1,5,5,3.5,104.1,0,0.0,On Time,1,1.8,9.0,360,9,324.0,0.6785964511621677,1.07,0.6,Accept in current sprint
CR_008558,1120,Sprint 2 - Yenisei - Release X+7,REL_X+7,85,Back end development task -1,Task,Task,1,High,2025-01-04,9,90.0,7,2,9,9,14.2,8.9,1,0.9,Minor,1,9.8,4.0,360,9,35.99999999999999,0.7515704094748961,1.63,0.9,Defer to next sprint
CR_008559,1781,Sprint 13 - Mississippi - Release X+10,REL_X+10,7575,Android development task -1,Task,Task,1,High,2025-11-20,9,90.0,6,1,7,7,11.1,9.8,0,0.0,On Time,1,9.8,4.553734061930784,400,10,39.99999999999999,0.7537595080835697,1.63,0.9,Accept in current sprint
CR_008560,493,Sprint 25 - Yangtze - Release X+4,REL_X+4,1302,QA iOS,Task,Task,1,Medium,2025-01-17,2,20.0,6,1,6,6,4.4,55.1,0,0.0,On Time,1,2.8,6.0,320,8,256.0,0.7848222170352058,1.14,0.6,Accept in current sprint
CR_008561,1293,Sprint 19 - Nile - Release X+8,REL_X+8,7160,Back end development task -1,Task,Task,3,Critical,2025-08-24,1,10.0,19,3,20,20,31.6,73.3,1,0.0,On Time,3,2.8,8.0,280,7,252.0,0.7091900239494823,1.07,1.2,Split scope or escalate
CR_008562,1120,Sprint 2 - Yenisei - Release X+7,REL_X+7,6928,iOS development task 1,Task,Task,3,Critical,2024-12-30,4,40.0,15,2,16,16,30.2,43.8,1,0.0,On Time,3,5.8,4.0,360,9,216.0,0.7971441366468783,1.28,1.2,Split scope or escalate
CR_008563,177,Sprint 21 - Ganga - Release X+2,REL_X+2,1537,Display Card Menu,User Story,User Story,7,Low,2024-07-26,7,70.0,45,12,46,46,31.6,20.7,1,4.5,Minor,7,10.8,5.0,200,5,60.00000000000001,0.6551938237581492,1.49,0.3,Split scope or escalate
CR_008564,1163,Sprint 19 - Mississippi - Release X+7,REL_X+7,6055,iOS development task 1,Task,Task,2,High,2025-06-20,6,60.0,13,3,14,14,20.6,46.6,0,0.0,On Time,2,7.3,10.0,400,10,160.0,0.7087045505056824,1.42,0.9,Accept in current sprint
CR_008565,1563,Sprint 3 - Mississippi - Release X+9,REL_X+9,3968,Back end development task -2,Task,Task,1,Medium,2025-05-31,6,60.0,5,0,5,5,4.6,44.3,0,0.0,On Time,1,6.8,11.0,400,10,160.0,0.722918367516283,1.42,0.6,Accept in current sprint
CR_008566,29,Sprint 3 - Nile - Release X+2,REL_X+2,7262,QA Android,Task,Task,2,Medium,2024-01-30,9,90.0,9,2,11,11,12.4,6.6,0,0.0,On Time,2,10.3,12.0,280,7,27.999999999999993,0.7627860554969459,1.63,0.6,Accept in current sprint
CR_008567,1219,Sprint 23 - Ganga - Release X+7,REL_X+7,7401,Transaction history,User Story,User Story,5,Medium,2025-07-27,3,30.0,20,2,22,22,22.1,53.2,0,0.0,On Time,5,5.8,4.553734061930784,200,5,140.0,0.6202049647836925,1.21,0.6,Accept in current sprint
CR_008568,762,Sprint 8 - Waikato - Release X+5,REL_X+5,6281,Back end development task -2,Task,Task,1,Low,2024-10-10,3,30.0,7,1,7,7,2.7,31.1,0,0.0,On Time,1,3.8,4.0,120,3,84.0,0.6300981683827312,1.21,0.3,Accept in current sprint
CR_008569,1844,Sprint 24 - Ganga - Release X+10,REL_X+10,5034,QA iOS,Task,Task,3,Medium,2026-03-06,5,50.0,13,2,13,13,13.0,27.5,1,0.0,On Time,3,6.8,1.0,200,5,100.0,0.7250085256007379,1.35,0.6,Split scope or escalate
CR_008570,1721,Sprint 5 - Yangtze - Release X+10,REL_X+10,3904,Environment setup,Task,Task,2,Medium,2025-09-01,9,90.0,12,3,14,14,15.8,12.0,0,0.0,On Time,2,10.3,4.553734061930784,320,8,31.999999999999993,0.6264765917317325,1.63,0.6,Accept in current sprint
CR_008571,398,Sprint 8 - Congo - Release X+3,REL_X+3,2906,Display Card Menu,User Story,User Story,8,Low,2024-05-24,4,40.0,53,13,55,55,34.1,35.1,1,0.0,On Time,8,8.3,4.0,160,4,96.0,0.6346871158305464,1.28,0.3,Split scope or escalate
CR_008572,66,Sprint 14 - Yangtze - Release X+2,REL_X+2,1741,QA iOS,Task,Task,3,Medium,2024-05-13,3,30.0,13,2,14,14,12.5,74.2,0,0.0,On Time,3,4.8,4.553734061930784,320,8,224.0,0.6688546698738285,1.21,0.6,Accept in current sprint
CR_008573,117,Sprint 13 - Mississippi - Release X+2,REL_X+2,6421,Process Payment,Business Story,Business Story,9,Low,2024-05-01,1,10.0,39,10,40,40,21.7,85.4,0,0.0,On Time,9,5.8,4.553734061930784,400,10,360.0,0.7627276146432074,1.07,0.3,Accept in current sprint
CR_008574,1581,Sprint 21 - Mississippi - Release X+9,REL_X+9,28,Make a transfer,User Story,User Story,7,High,2025-11-22,1,10.0,39,3,42,42,62.2,86.2,0,0.0,On Time,7,4.8,4.553734061930784,400,10,360.0,0.7606343641307782,1.07,0.9,Accept in current sprint
CR_008575,1157,Sprint 13 - Mississippi - Release X+7,REL_X+7,4428,Environment setup,Task,Task,1,Critical,2025-04-17,2,20.0,7,2,9,9,13.3,78.9,0,0.0,On Time,1,2.8,4.553734061930784,400,10,320.0,0.7534650869356475,1.14,1.2,Accept in current sprint
